quadrant,censusID,person in charge,data collection date,data entry person,data entry date,1st data curator,1st curation date,2nd data curator,2nd curation date
J01,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
J02,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
J03,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
J04,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
J05,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
J06,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
J07,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
J08,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
J09,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
J10,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
J11,2014,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Fernanda Montero-Silva,6/3/2024
J12,2014,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Fernanda Montero-Silva,6/3/2024
J13,2014,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Fernanda Montero-Silva,6/3/2024
J14,2014,Mariela Nuñez Ávila,2011,Mariela Nuñez Ávila,2011,Mariela Nuñez Ávila,2011,Fernanda Montero-Silva,6/3/2024
J15,2014,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Fernanda Montero-Silva,6/3/2024
J16,2014,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Fernanda Montero-Silva,6/3/2024
J17,2014,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Fernanda Montero-Silva,6/3/2024
J18,2014,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Fernanda Montero-Silva,6/3/2024
J19,2014,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Mariela Nuñez Ávila,2012,Fernanda Montero-Silva,6/3/2024
J20,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
K01,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
K02,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
K03,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
K04,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
K05,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
K06,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
K07,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
K08,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
K09,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
K10,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
K11,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
K12,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
K13,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
K14,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
K15,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
K16,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
K17,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
K18,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
K19,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
K20,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
L01,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
L02,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
L03,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
L04,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
L05,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
L06,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
L07,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
L08,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
L09,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
L10,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
L11,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
L12,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
L13,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
L14,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
L15,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
L16,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
L17,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
L18,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
L19,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
L20,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
M01,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
M02,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
M03,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
M04,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
M05,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
M06,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
M07,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
M08,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
M09,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
M10,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
M11,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
M12,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
M13,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
M14,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
M15,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
M16,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
M17,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
M18,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
M19,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
M20,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
N01,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
N02,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
N03,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
N04,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
N05,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
N06,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
N07,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
N08,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
N09,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
N10,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
N11,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
N12,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
N13,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
N14,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
N15,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
N16,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
N17,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
N18,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
N19,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
N20,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
O01,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
O02,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
O03,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
O04,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
O05,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
O06,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
O07,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
O08,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
O09,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
O10,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
O11,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
O12,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
O13,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
O14,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
O15,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
O16,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
O17,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
O18,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
O19,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
O20,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
P01,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
P02,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
P03,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
P04,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
P05,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
P06,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
P07,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
P08,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
P09,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
P10,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
P11,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
P12,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
P13,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
P14,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
P15,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
P16,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
P17,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
P18,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
P19,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
P20,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
Q01,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
Q02,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
Q03,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
Q04,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
Q05,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
Q06,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
Q07,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
Q08,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
Q09,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
Q10,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
Q11,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
Q12,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
Q13,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
Q14,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
Q15,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
Q16,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
Q17,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
Q18,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
Q19,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
Q20,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
R01,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
R02,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
R03,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
R04,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
R05,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
R06,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
R07,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
R08,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
R09,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
R10,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
R11,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
R12,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
R13,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
R14,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
R15,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
R16,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
R17,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
R18,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
R19,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
R20,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
